latitude,longitude,date,time-stamp,total_waiting_time,trail_number,local_group_number,group_starting_time,group_ending_time,next_stop_distance,time_level,zone,Day,wifi_count,honks,rsi
23.5642382,87.28315275,07/02/2019,11:00:08,110,19,1,10:58:45,11:01:09,227.382128952,2,market_place,Tuesday,6,0,9.140231160000003
23.56219812,87.28330578,07/02/2019,11:02:31,7,19,2,11:02:25,11:02:35,344.825765768,2,market_place,Tuesday,2,0,7.880674781818181
23.55938889,87.28473862,07/02/2019,11:04:13,30,19,3,11:04:01,11:04:35,407.462020596,2,market_place,Tuesday,5,0,1.4150621717799998
23.55606402,87.28641914,07/02/2019,11:06:08,1,19,4,11:06:08,11:06:09,129.462400184,2,market_place,Tuesday,4,0,8.9191055
23.55509478,87.28571542,07/02/2019,11:07:00,4,19,5,11:07:00,11:07:07,318.41320246,2,market_place,Tuesday,6,0,7.9090537874999995
23.55250548,87.28704947,07/02/2019,11:08:33,1,19,6,11:08:33,11:08:34,33.3981746168,2,normal_city,Tuesday,5,0,8.203239499999999
23.5522577,87.28686428,07/02/2019,11:08:46,1,19,7,11:08:46,11:08:47,146.638478984,2,normal_city,Tuesday,0,0,8.580329500000001
23.55118358,87.28602966,07/02/2019,11:09:15,1,19,8,11:09:15,11:09:16,74.8197868813,2,normal_city,Tuesday,0,0,0.41490171
23.55065035,87.28558198,07/02/2019,11:09:39,4,19,9,11:09:39,11:09:47,72.2190603635,2,normal_city,Tuesday,10,0,5.418519726666667
23.55010582,87.28519582,07/02/2019,11:10:05,2,19,10,11:10:05,11:10:10,129.685073327,2,normal_city,Tuesday,8,0,1.2891820391666666
23.54920224,87.28439142,07/02/2019,11:10:39,1,19,11,11:10:39,11:10:40,76.938460747,2,normal_city,Tuesday,10,0,4.1247178
23.54860877,87.28400336,07/02/2019,11:11:05,5,19,12,11:10:52,11:11:08,263.252015789,2,normal_city,Tuesday,11,0,3.011905447058824
23.54670861,87.28246286,07/02/2019,11:12:04,2,19,13,11:12:04,11:12:06,160.486378916,2,normal_city,Tuesday,0,0,6.363698333333335
23.54554576,87.28153031,07/02/2019,11:12:38,1,19,14,11:12:38,11:12:39,61.7992906379,2,normal_city,Tuesday,0,0,10.12339
23.54502456,87.2817408,07/02/2019,11:13:13,2,19,15,11:13:13,11:13:17,634.482292978,2,normal_city,Tuesday,11,0,1.9155914420000002
23.54359225,87.28776571,07/02/2019,11:15:24,2,19,16,11:15:24,11:15:29,306.503306816,2,normal_city,Tuesday,1,0,3.3697484166666665
23.54170278,87.2899549,07/02/2019,11:17:19,5,19,17,11:17:10,11:17:21,836.384279017,2,normal_city,Tuesday,15,0,8.154359233333334
23.53749154,87.296753,07/02/2019,11:20:19,17,19,18,11:20:17,11:20:35,162.414160974,2,normal_city,Tuesday,22,0,8.553549552631578
23.53622433,87.29596072,07/02/2019,11:21:19,1,19,19,11:21:19,11:21:20,168.527488583,2,normal_city,Tuesday,36,0,7.62623595
23.53571821,87.29751895,07/02/2019,11:23:10,48,19,20,11:22:29,11:23:33,42.7741642372,2,normal_city,Tuesday,26,0,9.208214406153846
23.53572109,87.29793852,07/02/2019,11:26:18,137,19,21,11:23:54,11:27:15,33.3221287732,2,normal_city,Tuesday,25,0,8.533188806930692
23.53560627,87.29824044,07/02/2019,11:27:34,2,19,22,11:27:34,11:27:36,78.2083600412,2,normal_city,Tuesday,0,0,8.568761
23.53497709,87.29789755,07/02/2019,11:28:21,1,19,23,11:28:21,11:28:22,25.7636195338,2,normal_city,Tuesday,0,0,9.931854
23.53498,87.29764485,07/02/2019,11:28:29,3,19,24,11:28:26,11:28:31,140.110527641,2,normal_city,Tuesday,0,0,7.2399749999999985
23.53563625,87.29647159,07/02/2019,11:29:33,57,19,25,11:29:15,11:30:22,47.8016827593,2,normal_city,Tuesday,16,0,8.76101777352941
23.53582611,87.2960509,07/02/2019,11:31:05,20,19,26,11:30:51,11:31:35,3041.4587253,2,normal_city,Tuesday,18,0,8.94022891777778
23.5119433,87.31059245,07/02/2019,11:39:17,4,19,27,11:39:17,11:39:24,117.330161591,2,highway,Tuesday,2,0,8.8655357
23.51089572,87.31073027,07/02/2019,11:39:54,2,19,28,11:39:54,11:39:58,363.739449923,2,highway,Tuesday,0,0,8.7443298
23.50766097,87.31019931,07/02/2019,11:40:57,1,19,29,11:40:57,11:40:58,511.680667676,2,highway,Tuesday,0,0,8.1338043
23.50364986,87.30773997,07/02/2019,11:42:45,1,19,30,11:42:45,11:42:46,412.360116549,2,highway,Tuesday,7,0,8.127823
23.5003023,87.30599988,07/02/2019,11:44:25,75,19,31,11:44:03,11:45:37,17.5453893019,2,highway,Tuesday,2,0,8.293336687368422
23.50019234,87.30612328,07/02/2019,11:47:36,124,19,32,11:45:57,11:48:54,17.5453893019,2,highway,Tuesday,2,0,4.924770664550561
