latitude,longitude,date,time-stamp,total_waiting_time,trail_number,local_group_number,group_starting_time,group_ending_time,next_stop_distance,time_level,zone,Day,wifi_count,honks,rsi
23.56395419,87.28382972,06/28/2019,16:04:13,4,25,1,16:04:11,16:04:16,517.205503704,3,market_place,Friday,3,0,8.650159166666667
23.5593687,87.28468056,06/28/2019,16:06:07,9,25,2,16:06:04,16:06:23,406.264963514,3,market_place,Friday,7,0,9.025527174999999
23.55608282,87.2864233,06/28/2019,16:08:02,6,25,3,16:08:02,16:08:13,540.709836998,3,market_place,Friday,2,0,9.505683924999998
23.55123437,87.2860172,06/28/2019,16:11:05,3,25,4,16:11:05,16:11:08,149.9822149,3,normal_city,Friday,7,0,8.972972875
23.55013964,87.28515764,06/28/2019,16:11:52,24,25,5,16:11:45,16:12:17,261.612033767,3,normal_city,Friday,6,0,9.085538503030303
23.54823398,87.2836525,06/28/2019,16:13:25,6,25,6,16:13:14,16:13:29,151.809252056,3,normal_city,Friday,7,0,8.679985031249998
23.54713785,87.28276468,06/28/2019,16:14:07,1,25,7,16:14:07,16:14:08,274.361053855,3,normal_city,Friday,0,0,6.7703095
23.54468762,87.28244782,06/28/2019,16:15:57,2,25,8,16:15:57,16:15:59,424.940887256,3,normal_city,Friday,10,0,7.085149133333334
23.54293063,87.28614973,06/28/2019,16:17:20,7,25,9,16:17:20,16:17:31,207.692753813,3,normal_city,Friday,7,0,8.860048791666667
23.54387437,87.28790796,06/28/2019,16:18:34,1,25,10,16:18:34,16:18:35,28.399630566,3,normal_city,Friday,0,0,8.43667625
23.54408786,87.28806088,06/28/2019,16:18:45,3,25,11,16:18:45,16:18:48,318.399611408,3,normal_city,Friday,0,0,9.017868074999999
23.5417375,87.28984495,06/28/2019,16:20:07,1,25,12,16:20:07,16:20:08,440.576052683,3,normal_city,Friday,17,0,8.5108945
23.53918205,87.2931478,06/28/2019,16:21:28,2,25,13,16:21:28,16:21:31,409.672944609,3,normal_city,Friday,0,0,7.7184143249999995
23.53756236,87.29675729,06/28/2019,16:23:03,5,25,14,16:23:01,16:23:08,158.121792585,3,normal_city,Friday,19,0,8.06437495
23.53633744,87.29596944,06/28/2019,16:23:42,2,25,15,16:23:42,16:23:50,171.051031615,3,normal_city,Friday,40,0,7.626502188888888
23.53575387,87.2975219,06/28/2019,16:26:28,186,25,16,16:24:58,16:30:12,176.585637396,3,normal_city,Friday,31,0,8.12714959777777
23.53595191,87.29580325,06/28/2019,16:32:18,1,25,17,16:32:18,16:32:19,271.615984055,3,normal_city,Friday,0,0,8.9286805
23.53446648,87.29791834,06/28/2019,16:33:08,1,25,18,16:33:08,16:33:09,1557.126978,3,normal_city,Friday,0,0,8.3265455
23.52747164,87.3111501,06/28/2019,16:35:50,6,25,19,16:35:48,16:36:00,132.422038513,3,normal_city,Friday,1,0,8.312450661538461
23.52628149,87.31119619,06/28/2019,16:38:20,23,25,20,16:37:44,16:38:27,1722.55522468,3,normal_city,Friday,3,0,8.634412622727274
23.51079779,87.31066665,06/28/2019,16:41:13,1,25,21,16:41:13,16:41:14,840.557244915,3,highway,Friday,0,0,5.3062591999999995
23.50372666,87.30775227,06/28/2019,16:42:59,27,25,22,16:42:51,16:43:25,423.982248909,3,highway,Friday,6,0,8.386429705714285
23.50027064,87.30599578,06/28/2019,16:44:59,30,25,23,16:44:35,16:45:29,1149.15868554,3,highway,Friday,4,0,7.676689027272729
23.49525553,87.31584908,06/28/2019,16:47:13,1,25,24,16:47:13,16:47:14,1149.15868554,3,highway,Friday,0,0,8.43428025
