latitude,longitude,date,time-stamp,total_waiting_time,trail_number,local_group_number,group_starting_time,group_ending_time,next_stop_distance,time_level,zone,Day,wifi_count,honks,rsi
23.49463258,87.31686692,06/29/2019,08:00:40,1,5,1,08:00:40,8:00:41,101.957170978,1,highway,Saturday,10,0,9.469771999999999
23.49373946,87.31664059,06/29/2019,08:01:41,8,5,2,08:01:38,8:01:49,66.0943404991,1,highway,Saturday,4,0,6.890018458333334
23.49327844,87.31623148,06/29/2019,08:03:24,277,5,3,08:02:46,8:07:56,1259.28934627,1,highway,Saturday,7,0,6.649017718006432
23.49998292,87.30627899,06/29/2019,08:10:57,0,5,4,08:10:57,8:10:57,52.4586952708,1,highway,Saturday,0,0,8.069168
23.50028445,87.30588334,06/29/2019,08:11:22,2,5,5,08:11:22,8:11:24,369.544948852,1,highway,Saturday,0,0,10.095454
23.5032829,87.30744626,06/29/2019,08:12:38,12,5,6,08:12:26,8:12:44,876.085725986,1,highway,Saturday,11,0,9.788579736842106
23.51063012,87.31054878,06/29/2019,08:14:52,2,5,7,08:14:52,8:14:54,1961.31820157,1,highway,Saturday,0,0,8.166534333333333
23.52826113,87.3111115,06/29/2019,08:19:47,2,5,8,08:19:47,8:19:51,1366.03205276,1,normal_city,Saturday,0,0,8.16062006
23.53693073,87.30161794,06/29/2019,08:22:11,4,5,9,08:22:11,8:22:24,160.652899322,1,normal_city,Saturday,10,0,8.540480385714286
23.53581983,87.30061037,06/29/2019,08:22:44,1,5,10,08:22:44,8:22:45,271.90679682,1,normal_city,Saturday,0,0,10.87397
23.53510223,87.29806061,06/29/2019,08:23:24,2,5,11,08:23:24,8:23:26,52.2876596699,1,normal_city,Saturday,0,0,9.069142533333332
23.53509088,87.29754786,06/29/2019,08:23:47,15,5,12,08:23:31,8:23:58,296.979535493,1,normal_city,Saturday,9,0,8.703113142857141
23.53765139,87.29671935,06/29/2019,08:25:26,2,5,13,08:25:26,8:25:28,270.079163715,1,normal_city,Saturday,12,0,10.061940499999999
23.53895371,87.29448305,06/29/2019,08:26:08,2,5,14,08:26:08,8:26:10,75.8404224615,1,normal_city,Saturday,0,0,7.866455000000001
23.53911124,87.29375921,06/29/2019,08:26:23,1,5,15,08:26:23,8:26:24,496.538594116,1,normal_city,Saturday,0,0,9.754676499999999
23.54170323,87.28979291,06/29/2019,08:27:37,1,5,16,08:27:37,8:27:42,30.09161733,1,normal_city,Saturday,10,0,8.274663283333334
23.54197295,87.28976885,06/29/2019,08:28:09,40,5,17,08:27:58,8:28:49,295.67360652,1,normal_city,Saturday,11,0,8.808051815384617
23.54413662,87.28808283,06/29/2019,08:30:36,5,5,18,08:30:28,8:30:40,149.067211902,1,normal_city,Saturday,3,0,9.047840923076922
23.54296938,87.28736361,06/29/2019,08:31:18,10,5,19,08:31:15,8:31:30,102.249677981,1,normal_city,Saturday,2,0,9.344227812499998
23.54279323,87.28637914,06/29/2019,08:32:10,2,5,20,08:32:10,8:32:15,484.647194933,1,normal_city,Saturday,0,0,8.361658833333333
23.54478267,87.28214899,06/29/2019,08:33:31,1,5,21,08:33:31,8:33:32,111.181133409,1,normal_city,Saturday,0,0,9.5260315
23.54539154,87.28128385,06/29/2019,08:34:03,5,5,22,08:33:59,8:34:07,489.113719778,1,normal_city,Saturday,10,0,8.293423122222222
23.54894127,87.2841175,06/29/2019,08:35:27,1,5,23,08:35:27,8:35:28,369.089865651,1,normal_city,Saturday,0,0,8.842491
23.55162408,87.28624965,06/29/2019,08:36:45,4,5,24,08:36:38,8:36:47,126.147109912,1,normal_city,Saturday,8,0,9.022056599999999
23.55251936,87.28700974,06/29/2019,08:37:22,3,5,25,08:37:20,8:37:24,377.775854494,1,normal_city,Saturday,6,0,8.8846314
23.55560254,87.28545299,06/29/2019,08:38:49,2,5,26,08:38:49,8:38:56,932.920395865,1,market_place,Saturday,0,0,8.719486374999999
23.56384478,87.28374303,06/29/2019,08:41:31,1,5,27,08:41:31,8:41:32,32.6756084704,1,market_place,Saturday,0,0,8.722778
23.5640659,87.28353188,06/29/2019,08:41:49,0,5,28,08:41:49,8:41:49,32.6756084704,1,market_place,Saturday,0,0,10.611801
