latitude,longitude,date,time-stamp,total_waiting_time,trail_number,local_group_number,group_starting_time,group_ending_time,next_stop_distance,time_level,zone,Day,wifi_count,honks,rsi
23.55963675,87.28457163,06/29/2019,09:02:20,2,11,1,09:02:20,9:02:25,35.627191235,2,market_place,Saturday,0,2,8.035247666666669
23.55936472,87.28475631,06/29/2019,09:03:28,53,11,2,09:03:02,9:04:13,163.243267461,2,market_place,Saturday,7,34,3.7395502625000017
23.55803656,87.28543869,06/29/2019,09:05:06,2,11,3,09:05:06,9:05:08,243.374916435,2,market_place,Saturday,0,0,8.280649666666667
23.55601604,87.28635662,06/29/2019,09:05:57,1,11,4,09:05:57,9:05:58,122.142259377,2,market_place,Saturday,0,2,8.789818
23.55506542,87.28575621,06/29/2019,09:06:38,5,11,5,09:06:38,9:06:46,431.291761884,2,market_place,Saturday,1,2,8.460218622222222
23.55119594,87.28604778,06/29/2019,09:08:41,4,11,6,09:08:35,9:08:48,77.3347991446,2,normal_city,Saturday,8,1,8.841294550000002
23.55062698,87.28561145,06/29/2019,09:09:11,2,11,7,09:09:11,9:09:13,104.645992681,2,normal_city,Saturday,0,1,4.520960433333333
23.54984891,87.28503393,06/29/2019,09:09:36,2,11,8,09:09:36,9:09:40,954.420878011,2,normal_city,Saturday,5,5,8.9463958
23.5428847,87.2905069,06/29/2019,09:14:38,2,11,9,09:14:38,9:14:42,815.234884344,2,normal_city,Saturday,16,5,8.8817566
23.53798632,87.29645718,06/29/2019,09:17:04,4,11,10,09:17:00,9:17:08,59.5541023313,2,normal_city,Saturday,12,1,5.2679477349555555
23.53755638,87.29680554,06/29/2019,09:17:31,1,11,11,09:17:31,9:17:32,185.381968708,2,normal_city,Saturday,0,0,9.4769515
23.53609677,87.29592681,06/29/2019,09:18:11,1,11,12,09:18:11,9:18:12,172.210336056,2,normal_city,Saturday,0,0,8.8209455
23.53571426,87.29756373,06/29/2019,09:19:38,255,11,13,09:19:03,9:25:24,78.8261442227,2,normal_city,Saturday,21,275,9.426318891884812
23.53560363,87.29832748,06/29/2019,09:25:41,3,11,14,09:25:41,9:25:44,90.1864700141,2,normal_city,Saturday,12,0,7.208450249999999
23.53499518,87.29774252,06/29/2019,09:26:27,1,11,15,09:26:27,9:26:28,212.254714604,2,normal_city,Saturday,0,1,7.79143515
23.53587042,87.29589223,06/29/2019,09:27:44,36,11,16,09:27:20,9:28:18,256.864317942,2,normal_city,Saturday,18,0,8.966907835593219
23.53448256,87.29790643,06/29/2019,09:29:05,4,11,17,09:29:05,9:29:12,944.112923117,2,normal_city,Saturday,4,0,8.0057164125
23.53015323,87.30587289,06/29/2019,09:30:55,1,11,18,09:30:55,9:30:59,604.346807606,2,normal_city,Saturday,0,0,8.35694574
23.52758937,87.31109975,06/29/2019,09:32:43,4,11,19,09:32:30,9:32:45,904.646754864,2,normal_city,Saturday,1,0,7.75178044375
23.51945783,87.31138291,06/29/2019,09:36:12,2,11,20,09:36:12,9:36:14,2199.20286596,2,highway,Saturday,0,0,5.768336033333334
23.50027696,87.30612349,06/29/2019,09:41:36,3,11,21,09:41:36,9:41:41,1252.61279024,2,highway,Saturday,4,0,9.40912125
23.49480454,87.3168603,06/29/2019,09:44:19,2,11,22,09:44:19,9:44:21,1252.61279024,2,highway,Saturday,4,0,8.397165766666667
