latitude,longitude,date,time-stamp,total_waiting_time,trail_number,local_group_number,group_starting_time,group_ending_time,next_stop_distance,time_level,zone,Day,wifi_count,honks,rsi
23.56416615,87.28312508,06/26/2019,18:03:17,1,38,1,18:03:17,18:03:18,232.138822569,4,market_place,Wednesday,0,2,8.4175185
23.56207982,87.28320681,06/26/2019,18:04:40,2,38,2,18:04:40,18:04:42,349.235461557,4,market_place,Wednesday,0,2,8.959808333333333
23.55927897,87.28475716,06/26/2019,18:06:06,12,38,3,18:05:54,18:06:14,155.338622477,4,market_place,Wednesday,8,12,9.463272785714285
23.55802865,87.28543695,06/26/2019,18:07:03,2,38,4,18:07:03,18:07:05,338.65507883,4,market_place,Wednesday,0,2,9.499298000000001
23.55499602,87.28574323,06/26/2019,18:08:21,8,38,5,18:08:21,18:08:43,65.123320024,4,market_place,Wednesday,7,11,8.54800616521739
23.55447632,87.28603781,06/26/2019,18:09:04,1,38,6,18:09:04,18:09:05,249.015802387,4,market_place,Wednesday,0,2,4.29709625
23.55244005,87.28705459,06/26/2019,18:10:00,2,38,7,18:10:00,18:10:02,332.099241816,4,normal_city,Wednesday,0,3,9.872797499999999
23.55003794,87.28511853,06/26/2019,18:11:29,13,38,8,18:11:12,18:11:34,20.9175170374,4,normal_city,Wednesday,11,13,9.06400529130435
23.54987397,87.28501795,06/26/2019,18:12:02,18,38,9,18:11:49,18:12:14,153.820831883,4,normal_city,Wednesday,8,8,8.868735111538465
23.54877369,87.28410331,06/26/2019,18:12:46,1,38,10,18:12:46,18:12:47,279.095978886,4,normal_city,Wednesday,0,2,8.636589
23.54672808,87.28251674,06/26/2019,18:13:44,2,38,11,18:13:44,18:13:48,205.809254511,4,normal_city,Wednesday,6,4,8.989972
23.54523048,87.28133031,06/26/2019,18:14:47,17,38,12,18:14:19,18:14:59,359.463034433,4,normal_city,Wednesday,18,13,9.155489699999999
23.5437367,87.28445756,06/26/2019,18:16:18,1,38,13,18:16:18,18:16:19,322.687366172,4,normal_city,Wednesday,0,2,9.66370375
23.54344835,87.2876074,06/26/2019,18:17:26,1,38,14,18:17:26,18:17:27,298.133867548,4,normal_city,Wednesday,0,0,6.447097749999999
23.54308653,87.29050528,06/26/2019,18:18:37,1,38,15,18:18:37,18:18:38,439.312102314,4,normal_city,Wednesday,0,2,9.291405000000001
23.54640769,87.29283945,06/26/2019,18:19:50,8,38,16,18:19:45,18:19:59,776.352948133,4,normal_city,Wednesday,8,15,9.339047220000001
23.53943044,87.29311765,06/26/2019,18:22:48,4,38,17,18:22:44,18:22:51,42.0677781224,4,normal_city,Wednesday,40,5,8.958608625
23.53909885,87.29331633,06/26/2019,18:23:11,1,38,18,18:23:11,18:23:12,60.2052554751,4,normal_city,Wednesday,0,2,7.71362315
23.53919896,87.29389673,06/26/2019,18:23:24,2,38,19,18:23:24,18:23:27,340.301968861,4,normal_city,Wednesday,0,4,7.529869075000001
23.53774948,87.29683675,06/26/2019,18:24:30,1,38,20,18:24:30,18:24:31,27.6819414413,4,normal_city,Wednesday,23,2,10.335274
23.53751894,87.29673427,06/26/2019,18:24:59,7,38,21,18:24:50,18:25:05,222.650242713,4,normal_city,Wednesday,22,5,9.11438459375
23.53551713,87.29668394,06/26/2019,18:26:32,2,38,22,18:26:32,18:26:34,46.3886287102,4,normal_city,Wednesday,0,1,9.283818333333333
23.53535223,87.29710192,06/26/2019,18:26:52,1,38,23,18:26:52,18:26:53,62.441206788,4,normal_city,Wednesday,0,1,8.66771675
23.53573565,87.29754942,06/26/2019,18:27:45,169,38,24,18:27:18,18:30:43,99.9720593974,4,normal_city,Wednesday,19,109,9.734680118932044
23.53554654,87.29850813,06/26/2019,18:31:34,2,38,25,18:31:34,18:31:39,266.94553317,4,normal_city,Wednesday,6,1,10.318516883333333
23.53585012,87.29591062,06/26/2019,18:33:27,4,38,26,18:33:27,18:33:42,1714.93765668,4,normal_city,Wednesday,7,16,9.096277149999999
23.5276678,87.31016978,06/26/2019,18:37:29,1,38,27,18:37:29,18:37:30,100.569572857,4,normal_city,Wednesday,0,1,8.4294966
23.5275219,87.31114331,06/26/2019,18:38:12,14,38,28,18:38:06,18:38:32,283.527587715,4,normal_city,Wednesday,4,6,9.197010181481481
23.52856921,87.3086077,06/26/2019,18:39:38,1,38,29,18:39:38,18:39:39,361.948520678,4,normal_city,Wednesday,0,1,9.26027675
23.52641862,87.31127271,06/26/2019,18:40:59,1,38,30,18:40:59,18:41:00,73.722169657,4,normal_city,Wednesday,0,2,7.89079265
23.52575989,87.31119078,06/26/2019,18:41:22,1,38,31,18:41:22,18:41:23,2248.87898192,4,normal_city,Wednesday,0,2,8.0835345
23.50563788,87.30897143,06/26/2019,18:45:49,1,38,32,18:45:49,18:45:50,1016.83221472,4,highway,Wednesday,5,1,9.3692165
23.49711305,87.31257996,06/26/2019,18:49:20,1,38,33,18:49:20,18:49:21,123.949722344,4,highway,Wednesday,0,0,9.7642595
23.49653224,87.31361742,06/26/2019,18:50:03,1,38,34,18:50:03,18:50:04,123.949722344,4,highway,Wednesday,0,0,9.67088325
