latitude,longitude,date,time-stamp,total_waiting_time,trail_number,local_group_number,group_starting_time,group_ending_time,next_stop_distance,time_level,zone,Day,wifi_count,honks,rsi
23.56422791,87.28307246,06/29/2019,07:05:33,9,2,1,07:05:25,7:05:48,560.49337385,1,market_place,Saturday,0,13,8.425501495833332
23.55941867,87.28471949,06/29/2019,07:09:10,76,2,2,07:08:14,7:09:51,439.490238559,1,market_place,Saturday,6,11,9.18398303265306
23.55553512,87.28552096,06/29/2019,07:11:44,5,2,3,07:11:36,7:11:46,50.7059885157,1,market_place,Saturday,1,3,8.304881654545452
23.55511397,87.28571172,06/29/2019,07:12:04,2,2,4,07:12:04,7:12:07,223.175461617,1,market_place,Saturday,0,0,7.14679705
23.55332858,87.28671195,06/29/2019,07:12:57,1,2,5,07:12:57,7:12:58,99.0996501315,1,normal_city,Saturday,0,1,9.141762
23.55251378,87.28710585,06/29/2019,07:13:22,3,2,6,07:13:22,7:13:25,594.350202373,1,normal_city,Saturday,2,0,8.746124374999999
23.54818389,87.28368703,06/29/2019,07:15:36,7,2,7,07:15:31,7:15:42,219.677068187,1,normal_city,Saturday,4,2,7.8123855749999995
23.54662631,87.28236134,06/29/2019,07:16:36,3,2,8,07:16:32,7:16:40,174.43719732,1,normal_city,Saturday,0,2,7.866455
23.5453337,87.28139171,06/29/2019,07:17:16,1,2,9,07:17:16,7:17:17,674.064586891,1,normal_city,Saturday,0,0,8.518073999999999
23.54350042,87.28769457,06/29/2019,07:19:37,1,2,10,07:19:37,7:19:39,297.843210692,1,normal_city,Saturday,0,1,9.458597666666668
23.54175262,87.28990862,06/29/2019,07:21:33,15,2,11,07:21:20,7:21:46,433.716560728,1,normal_city,Saturday,10,7,7.716506407407407
23.53930059,87.29321738,06/29/2019,07:22:57,2,2,12,07:22:57,7:22:59,50.3879952706,1,normal_city,Saturday,0,1,8.662928333333333
23.53916951,87.29369053,06/29/2019,07:23:15,2,2,13,07:23:15,7:23:18,94.4660162979,1,normal_city,Saturday,0,3,8.0051194
23.53905672,87.29460899,06/29/2019,07:24:04,32,2,14,07:23:35,7:24:29,280.794528261,1,normal_city,Saturday,31,4,7.634856369090911
23.53754921,87.29681876,06/29/2019,07:25:36,1,2,15,07:25:36,7:25:37,238.846999889,1,normal_city,Saturday,6,0,8.9897385
23.53540681,87.29698787,06/29/2019,07:26:37,1,2,16,07:26:37,7:26:38,41.1625718095,1,normal_city,Saturday,0,0,7.3916015
23.53560007,87.29733225,06/29/2019,07:26:51,6,2,17,07:26:51,7:27:02,42.5610498106,1,normal_city,Saturday,6,5,8.655543083333333
23.53569013,87.29773802,06/29/2019,07:30:17,316,2,18,07:27:18,7:33:42,75.0302431926,1,normal_city,Saturday,17,36,9.026770442857144
23.53557086,87.29846242,06/29/2019,07:33:58,3,2,19,07:33:58,7:34:03,139.261748429,1,normal_city,Saturday,0,0,8.903544083333335
23.53616631,87.2996642,06/29/2019,07:34:38,0,2,20,07:34:38,7:34:38,1470.28171051,1,normal_city,Saturday,0,1,8.253525
23.52824875,87.31121481,06/29/2019,07:39:13,29,2,21,07:38:10,7:39:39,985.989252753,1,normal_city,Saturday,1,6,8.19515282888889
23.51938184,87.31129494,06/29/2019,07:42:47,2,2,22,07:42:47,7:42:49,1784.77877608,1,highway,Saturday,0,3,8.459416833333334
23.50365284,87.30780693,06/29/2019,07:46:48,8,2,23,07:46:30,7:46:52,410.318026455,1,highway,Saturday,1,15,9.214738347826087
23.50032859,87.30606014,06/29/2019,07:48:04,1,2,24,07:48:04,7:48:05,410.318026455,1,highway,Saturday,0,2,8.0835267
