next_stop_distance,total_waiting_time,wifi_count,honks,rsi_z,rsi_y,rsi_x,gyro_z,gyro_y,gyro_x,Signal,bus_stop,Turn,zone_highway,zone_market_place,zone_normal_city,time_level_1,time_level_2,time_level_3,time_level_4,Population_density_dense,Population_density_medium,Population_density_sparse,Weekend/day_Week-day,Weekend/day_Week-end
36.2719268786,22,27,24,3.04898408888889,9.149809930555561,3.72624926666667,-0.005102987556932,0.005713597549638001,0.004798587426102,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0
21.4384834093,1,12,0,8.1375963,-5.70614625,-1.1456833,0.0020004273,0.00292663623,0.00335083,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
319.63258537400003,1,14,1,9.9093095,-5.7683945,-3.5710144,0.038960267,-0.0431625359,-0.0124420166,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
543.911647788,1,0,2,2.1173782,8.431617999999999,5.4838638,0.02835082892,-0.16813659600000005,-0.11401824869999999,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
260.148059585,1,0,2,0.81613158,7.5553360000000005,6.2954941,-0.05678558357000001,0.07450561530000001,0.0781356815,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
201.54042487200002,1,15,0,0.48693085,7.21656035,6.91080485,0.006599426310000001,-0.04055938707,-4.88279999999994e-05,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
702.827885835,1,0,0,7.5103149999999985,-6.57045,-1.22109985,-0.231993101,0.1028655982,0.08917694116000001,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
267.6124301,2,5,0,5.69670706,2.88424994,2.98359373,-0.002482096625,0.0261274945125,-0.358051304154167,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
244.492856154,2,3,3,1.209732057,8.548932,5.33398281,-0.026069485428572004,0.018013467519592,0.0013377915183669998,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
22.501976114,1,1,0,10.360611,-3.6782608,-0.8009262125,-0.03749694729,0.0194549546,-0.1535034163,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
66.38335133,1,2,2,8.160339,-2.98873145,-1.88549045,0.0001327515,-0.0134338379,-0.02102813668,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
382.553908226,2,0,1,1.29137163333333,8.15069566666667,6.1163228,-0.07331746434666701,-0.005951944826667,0.005136108473333001,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
723.078436901,20,1,7,1.31368275726829,6.335112400000001,5.6002111673170685,0.023458877440198,-0.010329973439059,0.038737456988921,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
248.78968968799998,2,0,3,1.6600850666666698,7.85301723333333,6.392456,-0.029856364039999996,0.19211934100000005,-0.047373454266667,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
248.78968968799998,4,1,2,0.587482161461538,8.40362194615385,5.63202375384616,0.010071769693968,0.014563182080158997,0.004896375952476,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
57.4088802504,110,8,85,0.513687978984127,1.4468279665873,9.094471405555561,0.0032584404370919998,0.0020700271280739996,-0.0047529650638999995,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
103.520396884,205,17,73,0.08010317714342599,4.00711734414343,8.48880752031873,-0.016050366561254997,-0.0017390070032,0.016273659530323,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
46.0986065425,39,6,30,1.78429069055161,3.50329787193548,8.69528639032258,-0.0026280752452010002,2.01781871578989e-05,0.008535435624921,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0
395.483871075,5,7,14,0.4878763868666671,2.53744304,9.469771233333333,-0.005118704456715999,-0.026138099427838,-0.068757959464865,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
52.551653308199995,2,10,6,3.1959926285714304,3.4781341714285694,8.18169298571429,-0.00013957270588199999,0.004795747917647,-8.66163088235298e-05,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
896.492678486,2,0,2,-3.24213663333333,3.31316633333333,8.29820766666667,-0.057527665646666996,0.053708896953333,-0.026475016753332997,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
169.44429027299998,16,5,12,-1.6060101704137901,3.63494979448276,6.84498440358621,0.011848503127273,0.067368727061539,0.004805025121677999,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
45.851751389899995,4,8,10,-5.7155009,4.66317546666667,6.0917134266666695,0.0019331239202699999,-0.01895822072973,-0.00208344294527,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
28.003836140100002,3,0,2,-4.6036301,3.96997835,7.49874115,-0.01096420297,-0.01995468105,0.007920837359999999,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
70.56416565069999,2,0,4,-4.28699875,3.464199075,6.2818907999999976,-0.013915252099999999,0.24050521584649998,0.07135314887000001,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
940.571233497,21,14,23,-4.865663297777783,4.38807225555556,6.24753201481482,-0.0029683508587969995,0.028258245721098,0.014447548956759,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
1953.45899795,1,0,2,-5.68102275,3.0266571,6.6386261,-0.0281860346,-0.0619064344,0.030238342,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
1363.11774199,3,4,6,-1.670438786625,3.7850207875,8.7386435875,-0.019880638074871997,0.039921688674359,0.04503690295641,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
160.670831595,1,0,2,0.487632755,2.9476471,8.53004475,0.016300964299999998,0.1336746253,0.21627197129999998,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
331.46180117,1,0,2,-2.96121215,4.0669404,7.9805755000000005,0.1097335817,-0.19085388379999998,-0.228771972,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
155.624888287,20,23,34,-1.5692213536363602,4.090467423636359,8.531854390909091,0.00018796563044400002,-0.004002436824295999,-0.00408788621063,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
20.1240911648,1,0,0,-0.799240135,4.037017700000002,8.684471,0.0046478266,0.1874038729,0.07871551555,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
215.97618327599997,2,16,5,-2.73854978,4.741864,8.1860046,-0.00308349624,0.00642150976,0.00030212459599999997,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
313.29015489799997,3,34,10,-0.442032882,3.70453694666667,9.038337199999999,-0.007109771018446002,0.0032711546094590003,0.000571792121743,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0
101.67290212200001,1,0,0,0.58819578,3.4408568999999996,11.430626,0.00569610685,0.02330932636,0.07252807433,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
447.44397607,3,0,4,-1.11109161,3.33551025,8.85865,0.021423339742105,0.025646812105262998,0.0115284176,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
37.857361422,6,11,12,0.32758560355,3.58486633,9.100106775,-0.002140745743878,-0.003437587147459,-0.0032544814939799997,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
134.856472161,2,0,3,-0.061035163333333003,3.7704569666666696,9.55197133333333,-0.039787800733333004,0.033200073566667,0.029565429980000002,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
237.83470715299998,1,0,2,0.23025513,3.4659958,8.0883178,-0.0102096559,0.040316773050000004,0.02117309374,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
646.839485592,1,0,1,1.646430935,3.3546676,9.478149499999999,-0.008427428859999999,0.09002838099999999,0.15549469123,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0
238.57178778,1,0,2,-1.53665925,4.0741272,9.14655325,-0.0023651085,-0.1548751809,-0.15163421929999998,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
183.916988397,15,9,7,-0.648127833705882,2.6204887588235297,9.20176161764706,-0.001079513367711,0.003593720706217,-0.007513390847759,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
398.643393502,2,9,2,-1.86406706,3.982543975,8.85266515,-0.120406301594737,-0.07578558605263201,-0.013647781631578999,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
189.401409204,3,0,6,-0.728223158333333,3.24692536666667,9.04001616666667,0.018366846758621002,-0.023122853606897,-0.001601646758621,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1407.17866233,4,4,3,-0.90578715,3.23096466666667,9.145757083333333,-0.013772898782758999,0.020529911499999998,-0.015325085734137999,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0
26.5923323029,6,8,21,-0.3740676410344829,3.6481597000000003,9.04855722413793,0.0065015335490280005,-0.010389623772535,-0.037098092197887,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
36.488217985,3,5,3,0.584605614285714,3.9436361857142894,9.461220885714287,-0.012702723862857002,-0.042740304534286,-0.07595912422857201,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
28.617520902,2,0,0,0.2559967,3.649150825,8.644973675,-0.006470527684211,0.087243327210526,0.10798403815789501,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
28.617520902,1,7,1,0.89943693,4.095665,9.478149499999999,-0.007671780222221998,0.037868924444445,0.021084252777778,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
55.1399759617,3,5,5,5.01955985,7.7186948000000015,3.7865371625,0.03554632748718,-0.013326010564103001,-0.009354811389744,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
78.547772444,15,8,23,5.03548863405405,7.77778915945946,2.4737214929729703,-0.012058467675824,-0.04410687102417599,-0.030495108953022,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
57.7431350868,10,3,10,3.89467798923077,8.586916446153849,-0.822901807692308,-0.04100418098906298,0.14836716691406301,0.034049749119844,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
1247.64920667,10,9,16,-1.5186116146153799,5.59462328076923,7.70275881923077,0.004628062204922,-0.004870414721875,-0.014291882526796997,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0
34.4915712709,17,1,17,-1.96925790857143,4.66299307142857,8.26247950285714,0.004494866689826,0.004102751462157,0.011145569558256001,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
29.5733607573,8,2,7,-2.520677165,4.27116391,8.08616109,0.0019755460115610003,-0.000523781317143,0.012597375972857,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
38.2942662917,1,2,0,-2.7505188,2.7968139,7.6346205000000005,0.048419529222222,-0.11377122699999999,-0.06262207,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
304.377194765,15,2,7,-2.770752702,3.81183775,7.847578445,-0.004215473894592,0.0045717196254180005,-0.017526898972449,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
68.8337099157,2,0,3,-0.673545845,4.37160115,8.501319875,-0.008078765675,-0.006690978935,-0.03488693267,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
125.26261923700001,5,12,2,-2.4850294555555497,3.7773742999999995,8.647761000000001,0.002828771286818,0.0030583468340909994,-0.006159695765909001,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0
750.501903365,2,10,3,-3.08730063333333,2.36106873333333,9.06674166666667,0.017120361706667,-0.02654724194,0.030405681473332998,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
46.420198748500006,2,0,3,3.106891625,1.594326025,6.890617425,0.007004585421053,-0.043363871789474005,0.101927909905263,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
1922.80320935,1,0,1,3.27449035,0.84913635,5.81981655,-0.017181395555556,0.033367582888889004,-0.074379815833333,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
1364.48831887,33,3,18,1.76932110285714,3.958206628571431,8.408661362857138,0.007712608251831,-0.027455085664535,-0.012103058556006002,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
83.9293949072,4,8,9,-1.4761518681818202,1.6412880772727299,9.794297663636359,0.004812734259259,0.010495503516667,0.052750198416667005,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
323.363446568,2,0,4,-1.036276242,3.54763794,8.8726562,0.027692872472000002,0.077081908344,0.122133179792,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
56.715450329300005,2,0,0,3.18470763333333,2.16474403333333,8.65414943333333,0.216152738642857,0.245586942357143,0.09574999207142901,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
145.045584235,249,14,141,1.97671116019588,1.2258658947766299,8.87105714707904,0.0006485358016740001,0.001317043659679,0.001217941418955,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
52.4223753188,7,12,14,-2.8445233736842104,3.84559872631579,8.527338136842099,1.00084878494646e-05,0.004171228020215,0.004451792688817,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
461.059489849,16,18,36,-1.3634792248718,4.27968654871795,8.327676984615389,0.004995981780521,-0.009748379623125,-0.008921702650229,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
463.479643774,3,42,0,4.108268725,5.057537075,7.356887825,-0.01778488135,-0.14171829005,-0.10136489864,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
133.904262254,18,11,9,4.50151590538462,3.4808191038461502,7.784714299999999,-0.015748500925938002,-0.032611966719688,-0.011803150260156,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
787.85228466,3,10,4,4.994191511111112,4.42567106666667,6.86514794444445,0.060207365340909015,0.000293732495455,0.059386859870455014,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
139.92346189100002,1,0,2,-1.80242155,4.3135375,8.9550175,-0.1072860708,-0.10355377140000001,0.022955322110000002,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
46.4790132948,1,8,1,3.4636307,2.4903564,7.840514999999999,0.015635172488889,0.000257704444444,-0.020090737111111,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
218.606679875,6,13,2,3.03718684615385,1.7048738707692301,9.38689592307692,-0.031697511568593996,-0.026346206512813,0.010724306607188,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
51.4359822405,3,6,1,0.12401770875,7.1844902625,5.4226703625,-0.016380311584999998,-0.07265930119149999,-0.032512664842500004,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
126.75174386299999,1,5,1,-0.162384025,4.4524,8.7120055,-0.0038513187200000004,-0.015200805269999998,0.047042847344,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
249.49605986,5,5,0,0.700721748888889,5.23597546666667,8.26562153888889,-0.008482343665056,-0.0016928683730339999,-0.001910606053034,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
164.44256870799998,2,10,3,1.8176168000000001,0.6923166333333329,10.5982410666667,0.299674478106667,0.29180298039999997,0.07909952748666703,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
84.79589628789998,1,0,2,1.15203097,2.80998225,9.5236435,-0.00698547304,-0.0013793944,-0.0005279539,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1367.89424985,3,0,4,1.006939704,4.54554134,8.09119266,-0.008297729501999999,0.0009082032996,-0.026954345603999997,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
1367.89424985,1,0,1,-3.0857086,2.20425415,9.322525,-0.0169647207,0.0266754156734,-0.0029403690999999996,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
249.286639146,5,0,7,3.8908482326315803,3.99528419052632,7.7117903947368385,0.012196805357446999,-0.022758321228192,-0.005706626743617,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
1243.34773434,2,0,1,0.901921593333333,3.58415216666667,8.96383163333333,0.042553494214286,-0.027105056571429,-0.011408126071429,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
399.496134709,0,1,0,7.997528,4.5745544,-4.8435364000000005,-0.02265014668,0.05877075,-0.013342285,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
159.06383249799998,1,0,1,4.3200378,5.6196289,7.48062135,-0.02840271,-0.029208373460000006,0.00206756587,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
249.712921441,1,0,0,2.22750855,4.19627385,8.828560000000003,-0.0075683585,0.1272613501844,-0.0420333861,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
237.097602227,1,6,2,6.65079485,1.29450225,-8.33187875,-0.007556491388889,0.0028228751111109996,0.004006279744444,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
299.505129252,1,2,2,6.97640225,1.57462309,-8.1858368,-0.0117446898,0.005239868277,-0.002470397973,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
211.01878348099999,4,0,3,2.83416160769231,3.9620079461538498,8.782792384615389,-0.002697705944375,0.03506588973125,-0.017009973423438,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
59.7796730096,1,0,1,2.07188415,3.97720335,9.081154,0.0567962654,0.0061279302590000004,-0.046540832520000006,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
312.130380982,1,11,2,4.7198715,1.0730362,-8.945999,0.00275268549,-0.0093200682,0.008009338520000001,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
429.54119596,3,0,3,3.51199595,5.89895121666667,7.59035748333333,0.030230818177241006,-0.001264901196552,0.023582195731035,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0
27.204966469499997,4,39,4,0.9649683466666659,4.74653626666667,8.55482208333333,0.0200311073,-0.014954139886206997,0.002665552408276,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0
27.2243126622,1,30,1,8.81994615,2.5370941000000005,-6.3818055000000005,-0.01022949257,-0.003466796,-0.0056060792,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
363.93903870400004,2,36,0,9.03422566666667,1.4445393866666698,-3.3966318666666697,-0.045975748533333,-0.0423950192,0.037515258573333,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
226.452057756,7,21,12,4.69988172,4.1301940835,4.93091964,0.022954979301021,-0.070815417285918,0.048896166671429,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
32.379068256,58,12,69,6.09372897346939,1.4842042008193899,4.26889845728571,0.008851522155894001,-0.019225282990703,0.008301857415373001,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
24.115664286599998,216,13,70,5.81913999664808,1.8575381805236104,2.70896420609375,0.144251199150611,0.08259931384872099,0.730439388685015,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
76.4315452735,4,8,4,3.77049259333333,4.45995176666667,7.67814527333333,0.031894167656757004,-0.006030109654811,0.018570358242433,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
140.91829252600002,0,3,0,8.392578,2.9081879,4.400482,-0.08222351,-0.047405996,-0.1282318106,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
39.6601718642,33,11,16,6.62830566170213,3.77606430425532,5.84989119574468,-0.004691384132134,0.0012707729971430002,-0.005850325570215999,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
114.996576067,98,20,45,2.5027235873069302,1.6889745304950499,2.93437860054456,0.094018998015121,0.024638913730887002,-2.01228889098714,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
1744.08514875,3,12,5,0.98252614,4.64199066666667,9.03007,0.0031733021034479995,0.011007901048276,0.062459485213792985,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
2681.00839431,2,0,2,5.7086792333333305,4.52427666666667,7.002182,-0.0202067054,-0.0007171629133330001,0.006586710720667,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
408.485706805,7,4,1,1.7322091967500002,6.1557779375,7.35298355625,0.031029423843797994,0.025358176334684,0.017539495649367,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
1119.9690342000001,8,0,8,4.95769756,6.2904002066666695,2.93698835333333,0.027521288035406,-0.010965090763514,0.010206893394594999,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
145.45407750200002,2,7,1,-0.100453713333333,7.491490700000001,7.0005849333333305,0.0496307344,-0.040819293466667,-0.008541869466666999,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
145.45407750200002,16,11,3,-0.7925065483870971,5.57085441967742,4.869128828387099,-0.045426865376582,-0.019716575937974996,0.019254272677215,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
227.38212895200002,110,6,67,-0.726247851224828,0.6671144700169661,9.14023116,0.000296658185293,-0.0032382660050519997,-0.000647952817554,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
344.82576576800005,7,2,11,-2.09102561818182,5.37863434545455,7.88067478181818,0.009733977015555999,0.007773787677778001,-0.012556570368333,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
407.462020596,30,5,34,-8.286119742857139,-1.4483084531428605,1.41506217178,0.007730173952616002,-0.002751814634988,0.00046024805738399997,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
129.462400184,1,4,2,-2.57574465,4.80315395,8.919105499999997,-0.039208984100000004,-0.0217864984,-0.01210937346,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
318.41320246,4,6,7,-1.3349494975,5.2930718125,7.9090537875,-0.01048161395641,-0.005482600824359,0.0008908780794869998,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
33.3981746168,1,5,2,-4.6359482000000005,0.553443885,8.2032395,0.0046005247,0.024206541239999997,-0.1208618157,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
146.638478984,1,0,2,-1.22660825,3.96159355,8.5803295,-0.1195526119,0.0676055923,0.08143768400000001,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
74.8197868813,1,0,1,-8.141060000000001,1.77449034,0.41490171,0.625081373333333,0.298502613333333,0.09401278733333301,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
72.2190603635,4,10,2,-4.5560133255555595,5.1330227,5.41851972666667,0.005578128081818001,0.12067690772727302,0.012709531069318,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
129.685073327,2,8,1,-7.6394832666666685,-3.86784616166667,1.28918203916667,-0.013929747683333,0.069048563833333,-0.060968527576666987,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
76.938460747,1,10,2,-8.679764,4.80435185,4.1247178,0.060913086311110996,0.057746038777778,0.001602172,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
263.25201578900004,5,11,5,-7.558358561176469,4.7648485882352904,3.0119054470588194,-0.0046644663780950005,0.045988537489286,-0.011134919687856999,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
